CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
5.33,1.84,18.51,4.84,0.89,47.88,37.45,Wildflower,1904.92,1,321.85
7.08,1.63,23.33,5.28,0.85,45.14,21.41,Wildflower,5161.51,0.95,304.78
4.15,1.45,21.86,3.52,0.82,20.98,42.49,Wildflower,2956.37,1,321.85
7.57,1.84,21.56,2.75,0.81,43.34,27.67,Wildflower,3861.66,0.66,212.98
6.53,1.6,18.1,3.9,0.77,34.16,21,Wildflower,8361.59,1,321.85
7.94,1.79,13.49,6.43,0.89,44.9,43.26,Wildflower,7721.66,0.64,204.93
8.09,1.23,16.53,5.92,0.77,34,34.28,Wildflower,4792.38,0.68,219.42
8.86,1.51,17.98,6.59,0.72,28.49,29.15,Wildflower,3275.55,0.87,280.62
3.02,1.66,12.04,6.72,0.88,22.89,22.95,Wildflower,5758.34,0.64,204.93
3.65,1.78,17.54,5.01,0.73,24.97,37.48,Wildflower,4610.42,0.87,280.62
2.37,1.42,17.13,4.62,0.8,47.9,35.85,Wildflower,5003.47,1,321.85
5.52,1.27,17.11,3.42,0.78,39.09,22.45,Wildflower,3705.48,1,321.85
1.11,1.3,23.93,5.55,0.77,40.69,40.58,Wildflower,8880.02,0.64,204.93
6.04,1.67,23.12,5.59,0.71,48.63,43.62,Wildflower,3274.03,0.95,304.78
3.91,1.28,12.08,4.93,0.87,38.36,33.61,Wildflower,9850.63,0.82,262.26
5.89,1.72,19.79,4.26,0.89,42.45,22.66,Wildflower,9532.51,1,321.85
8.75,1.69,21.06,5.12,0.82,42.29,44.92,Wildflower,7426.57,0.64,204.93
5.95,1.24,18.78,5.35,0.78,48.65,20.78,Wildflower,7136.84,0.95,304.78
3.16,1.57,17.5,6.61,0.75,23.24,42.68,Wildflower,2534.28,0.85,272.56
2.87,1.63,19.22,5.85,0.75,25.04,24.45,Wildflower,3109.65,0.64,204.93
1,1.46,19.9,5.87,0.7,49.8,20.38,Wildflower,8014.16,0.64,204.93
6.03,1.64,24.94,6.22,0.75,21.22,29.59,Wildflower,3384.88,0.97,312.83
4.07,1.35,13.77,3.76,0.88,48.48,22.9,Wildflower,8903.05,0.8,256.46
6.92,1.49,23.14,2.51,0.84,43.85,28.31,Wildflower,2090.05,0.94,304.13
1.18,1.61,23.6,6.66,0.83,45.7,40.72,Wildflower,8112.06,0.64,204.93
7.91,1.81,23.85,4.98,0.81,33.48,24.46,Wildflower,5060.1,0.82,262.9
3.44,1.25,21.73,6.52,0.88,34.64,27.52,Wildflower,6181,0.68,219.42
7.49,1.54,16.92,6.43,0.77,32.7,28.3,Wildflower,2265.46,0.86,278.36
1.22,1.39,18.47,6.04,0.73,44.46,21.24,Wildflower,5554.17,0.88,282.23
5.15,1.73,20.32,7.34,0.8,33.86,25.97,Wildflower,4036.86,0.99,319.27
5.72,1.85,12.32,7.01,0.85,42.59,23.9,Wildflower,5089.38,0.95,304.78
1.94,1.38,19.11,6.48,0.77,40.54,20.14,Wildflower,2876.36,0.88,282.23
5.67,1.25,20.22,7.2,0.79,35.01,22.84,Wildflower,2213.51,0.94,302.52
9.92,1.58,21.75,6.35,0.77,21.21,31.11,Wildflower,5678.43,0.66,212.98
4.74,1.41,16.62,6.15,0.87,31.15,27.15,Wildflower,5521.08,0.92,296.72
6.05,1.79,15.71,6.48,0.71,43.02,35.39,Wildflower,7764.12,0.97,312.83
6.25,1.41,17.27,4.77,0.89,46.28,25.68,Wildflower,4598.83,1,321.85
6.15,1.5,20.93,2.6,0.73,35.77,24.38,Wildflower,7655.3,0.97,311.22
5.18,1.59,24.06,2.61,0.86,29.13,40.67,Wildflower,4005.74,0.95,304.78
6.65,1.77,19.95,4.52,0.71,20.03,20.52,Wildflower,4195.14,1,321.85
4.03,1.27,24.8,6.34,0.73,20.87,43.89,Wildflower,9078.15,0.64,204.93
5.51,1.32,21.64,3.84,0.86,42.38,20.79,Wildflower,2961.62,1,321.85
8.54,1.54,19.59,3.7,0.73,37.68,44.92,Wildflower,4301.54,0.82,262.9
1.96,1.55,14.33,4.73,0.87,44.45,23.35,Wildflower,9878.88,0.77,247.76
5.8,1.59,18.83,6.86,0.71,35.31,41.55,Wildflower,2432.41,0.94,302.52
5.15,1.73,17.31,4.55,0.7,28.4,42.61,Wildflower,7236.63,1,321.85
7.98,1.58,17.63,5.74,0.74,24.34,42.78,Wildflower,9150.31,0.85,272.56
6.87,1.47,13.01,3.75,0.78,48.3,26.11,Wildflower,3548.26,1,321.85
2.88,1.42,13.27,3.33,0.74,45.38,37.84,Wildflower,9380.68,1,321.85
9.53,1.73,14.18,6.82,0.77,43.49,38.62,Wildflower,4817.96,0.66,212.98
7.48,1.56,17.82,3.87,0.86,23.12,38.47,Wildflower,2618.66,1,321.85
4.91,1.56,23.83,3.18,0.75,29.43,43.94,Wildflower,5097.96,1,321.85
3.28,1.79,15.55,5.31,0.78,34.24,25.72,Wildflower,3593.43,0.68,219.42
2.05,1.37,20.4,7.48,0.72,36.67,20.57,Wildflower,9143.19,0.9,288.67
7.04,1.49,14.73,2.63,0.7,36.3,28.7,Wildflower,4549.57,0.99,319.27
2.07,1.38,12.86,4.6,0.84,24.79,23.37,Wildflower,8679.66,1,321.85
5.53,1.32,15.61,2.76,0.76,30.38,21.37,Wildflower,3043.84,0.97,311.22
5.7,1.85,23.06,3.7,0.83,25.33,37.38,Wildflower,8665.22,1,321.85
4.22,1.67,15.79,5.18,0.9,38.89,24.07,Wildflower,7783.36,0.66,211.37
4.53,1.64,17.32,4.34,0.76,38.88,40.77,Wildflower,3922.65,1,321.85
8.94,1.3,19.58,6.22,0.73,31.75,44.14,Wildflower,8989.13,0.66,211.37
2.17,1.71,14.87,4.9,0.72,47.16,22.7,Wildflower,8964.24,0.8,256.46
2.17,1.76,15.18,4.34,0.72,35.38,37.57,Wildflower,2510.06,0.84,270.95
1.75,1.85,24.24,7.2,0.73,40.62,36,Wildflower,3027.1,0.66,212.98
9.54,1.86,14.96,5.04,0.82,28.41,38.83,Wildflower,3805.51,0.66,212.98
8.47,1.23,23.9,4.77,0.73,44.39,39.45,Wildflower,3288.97,0.82,264.51
9.44,1.55,21.43,6.69,0.79,45.57,28.62,Wildflower,9151.05,0.66,212.98
9.81,1.57,13.51,7.12,0.71,35.97,44.09,Wildflower,8171.21,0.66,211.37
7.26,1.31,13.44,4.56,0.74,36.36,43.8,Wildflower,1528.01,0.79,254.2
5.59,1.84,16.16,4.41,0.82,26.74,31.79,Wildflower,1934.05,1,321.85
7.37,1.44,16.08,3.69,0.83,25.43,33.07,Wildflower,8847.19,1,321.85
1.62,1.33,12.45,2.7,0.83,28.42,33.45,Wildflower,4779.79,0.66,212.98
2.23,1.7,24.07,6.92,0.88,28.18,26.38,Wildflower,6639.31,0.66,212.98
4.88,1.7,20.12,6.69,0.88,35.97,27.04,Wildflower,7560.98,0.99,319.27
8.99,1.65,14.32,4.97,0.89,25.4,35.21,Wildflower,7240.16,0.82,264.51
1.78,1.84,13.67,4.07,0.86,46.96,29.04,Wildflower,3474.67,0.82,264.51
1.52,1.35,18.1,6.25,0.8,45.82,34.6,Wildflower,1500.76,0.84,271.92
2.48,1.54,20.42,2.74,0.9,25.41,41.27,Wildflower,5507.05,0.64,204.93
7.45,1.76,14.92,3.98,0.74,42.75,44.95,Wildflower,2217.36,0.77,247.76
7.57,1.32,15.02,6.5,0.83,36.11,24.5,Wildflower,9776.95,0.63,202.67
5.25,1.76,15.03,6.59,0.8,44.2,23.93,Wildflower,7127.93,0.95,304.78
1.73,1.22,16.46,4.65,0.8,39.89,40.3,Wildflower,4883.43,0.82,262.9
1.71,1.84,14.06,2.94,0.89,29.98,31.93,Wildflower,6687.49,0.66,212.98
9.71,1.62,16.96,2.75,0.86,31.02,30.65,Wildflower,8075.15,0.89,287.06
6.89,1.38,23.15,2.72,0.72,49.31,37.59,Wildflower,5972.26,1,321.85
2.21,1.83,14.48,4.43,0.7,44.06,20.19,Wildflower,8277.26,0.8,256.46
8.27,1.38,19.33,5.29,0.89,36.33,35.11,Wildflower,8881,0.92,296.72
6.3,1.81,24.02,7.38,0.81,39.35,37.29,Wildflower,7741.64,0.99,319.27
4.05,1.24,24.48,4.6,0.87,40.49,25.96,Wildflower,6859.57,0.82,264.51
7.38,1.29,18.99,2.8,0.85,42.83,44.66,Wildflower,6348.22,0.64,204.93
6.07,1.82,22.3,2.82,0.74,27.32,22.81,Wildflower,1759.78,0.92,296.08
6.76,1.47,12.43,5.9,0.9,35.83,34.43,Wildflower,7365.36,0.99,319.27
1.3,1.62,14.91,4.02,0.89,34.84,41.76,Wildflower,4331.81,0.82,262.9
8.45,1.56,22.5,5.79,0.83,42,37.39,Wildflower,6127.15,0.66,212.98
4.8,1.83,13.39,5.49,0.82,41.8,41.72,Wildflower,4340.71,0.64,204.93
8.73,1.29,22.07,7.06,0.82,42.96,44.84,Wildflower,5015.99,0.64,204.93
2.38,1.72,21.86,3.86,0.78,25.43,42.97,Wildflower,6376.44,0.8,256.46
9.66,1.85,18.79,5.58,0.83,39.68,30.58,Wildflower,5004.65,0.68,219.42
6.43,1.83,17.53,6.99,0.82,28.51,34.72,Wildflower,2320.77,1,321.85
1.83,1.39,12.29,6.4,0.76,27.74,20.54,Wildflower,5625.28,0.88,282.23
6.34,1.45,15.94,4.45,0.8,43.95,25.52,Wildflower,5949.12,1,321.85
4.66,1.33,12,6.53,0.83,24.36,44.61,Wildflower,3569.53,0.64,204.93
3.07,1.6,17.55,6.86,0.88,35.1,36.7,Wildflower,5100.54,0.89,287.06
9.79,1.36,23.14,5.45,0.86,37.4,40.69,Wildflower,3460.15,0.66,211.37
9.69,1.43,20.35,4.4,0.81,36.52,22.61,Wildflower,5928.89,1,321.85
4.48,1.67,14.71,6.7,0.82,45.15,25.64,Wildflower,9064.01,0.66,212.98
9.13,1.67,14.46,5.57,0.78,32.96,30.41,Wildflower,4366.2,0.68,219.42
9.03,1.29,12.14,3.3,0.85,20.64,34.93,Wildflower,9339.79,0.82,264.51
1.49,1.77,15.1,3.26,0.74,27.18,35.17,Wildflower,2848.71,0.82,264.51
9.48,1.36,13.39,7.18,0.87,25.98,25.77,Wildflower,5426.09,0.9,290.28
9.79,1.59,16.71,6.22,0.84,49.25,20.35,Wildflower,6639.68,0.64,204.93
6.45,1.47,20.6,3.31,0.88,37.57,23.36,Wildflower,9753.33,1,321.85
2.76,1.4,19.59,2.7,0.84,39.93,20.67,Wildflower,9957.47,0.87,279.97
5.06,1.86,18.67,4.1,0.78,37.28,34.33,Wildflower,9020.47,1,321.85
5.77,1.66,17.76,3.18,0.79,28.2,38.66,Wildflower,5582.23,1,321.85
9.41,1.82,23.43,3.96,0.9,23.99,43.03,Wildflower,3982.73,0.8,256.46
6.07,1.75,18.29,3.73,0.88,32.5,30.52,Wildflower,3457.52,1,321.85
8.79,1.82,20.39,5.42,0.84,20.78,29.38,Wildflower,5569.36,0.66,212.98
3.76,1.59,24.12,5.66,0.77,32.23,40.02,Wildflower,3361.33,0.66,211.37
8.17,1.61,13.25,6.44,0.7,33.97,25.66,Wildflower,5105.2,0.68,219.42
6.14,1.66,20.19,3.17,0.84,37.8,23.06,Wildflower,8704.72,1,321.85
8.31,1.64,17.92,3.12,0.85,42.39,21.53,Wildflower,2135.31,0.98,315.41
5.36,1.23,12.03,4.4,0.78,29.34,36.57,Wildflower,3528.32,1,321.85
5.36,1.21,19.92,5.07,0.76,25.81,21.99,Wildflower,5204.76,0.95,304.78
2.38,1.3,16.9,5.99,0.83,37.68,35.7,Wildflower,9259.84,0.89,287.06
9.27,1.42,18.11,2.78,0.82,40.03,41.38,Wildflower,9512.5,0.85,273.53
1.65,1.46,12.28,6.44,0.74,33.34,44.32,Wildflower,4122.94,0.66,211.37
1.84,1.72,13.09,3.2,0.76,22.21,27.22,Wildflower,8245,0.82,264.51
7,1.3,20.68,4.58,0.77,20.84,41.74,Wildflower,2042.5,1,321.85
6.99,1.81,15.18,4.41,0.8,33.91,40.58,Wildflower,1742.17,1,321.85
1.42,1.76,20.29,6.08,0.76,23.69,39.32,Wildflower,9111.79,0.66,212.98
1.97,1.78,15.33,3.78,0.87,48.1,40.75,Wildflower,1816.02,0.77,247.76
1.64,1.64,23.36,5.26,0.83,35.13,25.1,Wildflower,7761.79,0.68,219.42
7.79,1.59,20.48,3.31,0.89,44.74,27.77,Wildflower,7646.05,0.82,264.51
9.64,1.51,17.89,6.98,0.8,47.82,35.48,Wildflower,3990.35,0.87,280.62
5.23,1.66,24.31,6.51,0.74,22.16,39.56,Wildflower,5107.28,0.97,312.83
7.95,1.68,22.58,3.74,0.79,28.02,37.68,Wildflower,2366.48,0.8,255.81
7.12,1.61,19.09,3.09,0.82,22.82,36.57,Wildflower,8946.61,1,321.85
7.05,1.73,13.98,4.16,0.78,31.69,37.32,Wildflower,7904.34,1,321.85
7.56,1.84,13.8,7.23,0.82,31.1,24.24,Wildflower,3009.37,0.66,211.37
3.61,1.38,19.91,7.28,0.85,47.17,35.34,Wildflower,9972.54,0.88,281.58
4.96,1.48,23.25,4.25,0.88,44.41,35.36,Wildflower,9703.48,1,321.85
4.85,1.74,19.32,5.83,0.89,39.02,28.5,Wildflower,5184.26,0.99,319.27
8.86,1.69,23.47,6.17,0.7,46.37,22.09,Wildflower,8547.13,0.64,204.93
4.74,1.52,21.67,3.67,0.75,26.61,32.03,Wildflower,2855.75,0.82,264.51
6.28,1.81,15.96,5.05,0.72,23.7,25.64,Wildflower,9419.67,0.97,312.83
8.65,1.83,21.47,4.68,0.81,25.51,32.44,Wildflower,8073.57,0.82,264.51
9.18,1.79,21.33,6.97,0.89,48.68,39.88,Wildflower,1575.63,0.64,204.28
3.44,1.37,14.23,6.85,0.86,23.7,38.78,Wildflower,3300.37,0.9,290.28
9.65,1.83,13.83,5.56,0.89,29.3,36,Wildflower,4145.2,0.66,212.98
7.56,1.76,14.5,4.26,0.71,34.71,30.81,Wildflower,7440.97,0.84,270.95
2.72,1.71,24.09,4.68,0.81,42.6,22.52,Wildflower,7043.44,0.8,256.46
2.53,1.37,16,3.26,0.79,21.75,29.87,Wildflower,2907.19,1,321.85
4.26,1.61,22.57,2.86,0.74,36.31,36,Wildflower,3093.83,0.68,219.42
5.26,1.53,23.15,2.51,0.73,30.81,29.95,Wildflower,7136.5,0.99,319.27
8.56,1.77,18.32,6.51,0.89,36.03,29.56,Wildflower,6067.14,0.68,219.42
2.81,1.77,18.61,5.23,0.77,26.51,37.23,Wildflower,4553.95,0.66,212.98
2.46,1.23,24.91,5.68,0.82,45.75,32.68,Wildflower,9382.16,0.66,212.98
7.42,1.32,14.07,7.41,0.75,22.8,21.75,Wildflower,2975.9,0.64,204.93
2.89,1.38,12.89,6.82,0.72,33.07,35.14,Wildflower,6000.5,0.92,296.72
9.18,1.24,23.76,3.05,0.87,24.68,36.16,Wildflower,3688.76,0.82,264.51
8.33,1.38,14.69,2.91,0.89,34.26,25.52,Wildflower,1764.42,0.9,288.02
2.66,1.62,18.25,6.22,0.83,28.83,20.66,Wildflower,8964.4,0.64,204.93
7.48,1.45,21.06,7.45,0.84,36.88,24.97,Wildflower,6573.54,0.9,288.67
3.92,1.63,16.82,3.35,0.7,37.31,24.42,Wildflower,4411.87,1,321.85
7.68,1.57,23.14,6.52,0.88,33.68,37.75,Wildflower,8641.95,0.68,219.42
6.11,1.84,22.92,5.26,0.83,28.6,36.61,Wildflower,4021.76,0.97,312.83
9.45,1.71,12.36,3.73,0.8,41.65,41.66,Wildflower,9016.3,0.8,256.46
5.86,1.82,17.36,3.6,0.85,20.02,43.72,Wildflower,4430.04,1,321.85
5.7,1.78,19.43,3.9,0.86,30.82,40.08,Wildflower,7206.88,1,321.85
4.88,1.26,15.37,3.08,0.85,46.25,24.41,Wildflower,2368.18,1,321.85
6.77,1.48,12.29,6.78,0.86,36.18,21,Wildflower,9388.08,0.97,311.22
1.78,1.8,16.97,7.26,0.79,41.84,43.97,Wildflower,8663.44,0.85,272.56
4.11,1.27,21.73,3.05,0.75,40.29,42.04,Wildflower,8579.14,0.8,256.46
9.4,1.75,19.04,3.54,0.77,30.43,44.29,Wildflower,7238.09,0.82,262.9
3.91,1.6,21.13,6.73,0.85,43.86,37.9,Wildflower,1511.97,0.64,204.28
3.25,1.41,13.46,6.27,0.77,36.65,28.82,Wildflower,6898.43,0.92,296.72
4.41,1.58,18.23,6.44,0.7,47.75,30.34,Wildflower,9108.41,0.66,212.98
3.33,1.79,12.82,4.98,0.79,27.83,28.16,Wildflower,3099.67,0.82,264.51
9.94,1.84,14.44,4.36,0.83,41.83,41.22,Wildflower,6765.88,0.8,256.46
8.66,1.45,20.71,6.89,0.86,46.58,22.33,Wildflower,9357.73,0.88,282.23
3.55,1.68,17.56,3.63,0.86,29,29.51,Wildflower,7455.42,1,321.85
4.66,1.71,21.33,4.17,0.89,27.36,24.74,Wildflower,8556.46,0.8,256.46
9.72,1.64,24.58,5.99,0.82,29.77,38.37,Wildflower,6910.78,0.66,212.98
3.41,1.5,18.59,2.88,0.74,45.58,39.82,Wildflower,9671.88,0.64,204.28
9.07,1.36,22.54,4.6,0.74,43.82,35.2,Wildflower,6268.33,1,321.85
4.78,1.37,22.5,5.1,0.78,49.03,25.21,Wildflower,3867.15,0.9,290.28
1.73,1.59,14.44,5.38,0.87,31.37,41.47,Wildflower,3384.41,0.66,211.37
3.26,1.42,12.9,5.27,0.83,35.82,34.4,Wildflower,9108.59,0.92,296.72
6.6,1.24,17.77,7.03,0.74,36.96,39.61,Wildflower,3147.34,1,321.85
4,1.65,12.38,6.19,0.84,42.7,39.27,Wildflower,5931.77,0.66,212.98
8.24,1.33,21.39,2.82,0.87,39.35,43.23,Wildflower,3650.84,0.66,211.37
6.34,1.65,23.74,5.28,0.86,29.81,20.79,Wildflower,2606.69,0.95,304.78
8.48,1.66,16.19,7.3,0.87,27.46,21.92,Wildflower,7546.91,0.64,204.93
2.95,1.67,19.52,4.42,0.84,22.91,33.88,Wildflower,3941.69,0.82,264.51
4.48,1.56,20.25,5.16,0.82,49.4,31.98,Wildflower,4073.6,0.66,212.98
6.72,1.68,20.96,3.93,0.83,29.54,36.75,Wildflower,9850.24,1,321.85
3.58,1.45,23.86,4.82,0.88,48.82,27.26,Wildflower,7704.18,1,321.85
1.54,1.24,24.47,4.71,0.71,45.24,35.87,Wildflower,1578.37,0.8,255.81
4.71,1.4,14.2,3.34,0.8,48.98,28.41,Wildflower,6299.12,1,321.85
7.34,1.69,19.88,3.4,0.87,37.81,32.37,Wildflower,4338.48,0.84,270.95
1.92,1.5,16.85,4.78,0.84,37.27,36.81,Wildflower,3855.6,1,321.85
6.88,1.41,12.32,3.8,0.89,31.43,30.67,Wildflower,8996.99,1,321.85
4.34,1.28,16.9,5.59,0.8,37.38,24.29,Wildflower,2920.98,0.87,279.01
4.34,1.61,20.18,6.01,0.77,29.18,36.57,Wildflower,2139.71,0.64,204.28
6.31,1.32,15.2,7.05,0.81,20.89,41.04,Wildflower,9162.3,0.95,304.78
2.78,1.82,23.98,5.76,0.72,24.32,30.07,Wildflower,4944.69,0.66,212.98
5.92,1.59,16.37,5.92,0.85,43.7,38.06,Wildflower,8405.5,0.97,312.83
1.56,1.74,17.52,5.79,0.73,35.1,44.88,Wildflower,7380.73,0.87,279.01
3.04,1.47,19.21,4.65,0.74,48.07,35.2,Wildflower,2859.77,0.82,264.51
6.96,1.33,22.1,3.85,0.87,24.68,38.31,Wildflower,7647.43,1,321.85
8.86,1.52,16.36,6.01,0.88,46.14,40.34,Wildflower,4652.63,0.64,204.93
5.44,1.62,15.66,4.62,0.89,33.25,43.11,Wildflower,4725.5,1,321.85
3.45,1.29,16.76,4.7,0.88,32.35,39.72,Wildflower,8072.51,0.84,270.95
8.03,1.83,17.62,6.06,0.87,44.46,36.35,Wildflower,7667.73,0.87,280.62
8.02,1.36,24.12,2.68,0.87,35.79,41.21,Wildflower,9844.27,0.63,202.67
6.9,1.44,12.4,3.6,0.86,23.24,23.41,Wildflower,9358.82,1,321.85
6.71,1.25,15.47,3.12,0.78,49.32,33.26,Wildflower,6235.07,1,321.85
8.24,1.41,17.57,3.53,0.78,24.72,23.65,Wildflower,7421.06,1,321.85
3.12,1.62,14.27,3.05,0.77,28.22,21.22,Wildflower,4038.31,0.8,256.46
2.21,1.24,12.52,3.6,0.88,31.6,41.96,Wildflower,9108.13,0.82,262.9
4.17,1.39,14.98,4.32,0.89,32.08,38.24,Wildflower,2956.68,1,321.85
8.85,1.36,23.03,3.28,0.74,44.35,23.56,Wildflower,6387.36,0.8,256.46
6.81,1.39,15.48,5.28,0.84,32.43,21.46,Wildflower,3593.86,1,321.85
3.69,1.63,15.39,3.84,0.81,45.96,25.5,Wildflower,7665.84,0.82,264.51
1.99,1.48,23.01,3.93,0.7,32.36,38.57,Wildflower,7276.1,0.84,270.95
4.64,1.69,23.63,5.62,0.76,27.51,43.2,Wildflower,2779.3,0.64,204.93
6.56,1.49,16.26,6.6,0.82,48.88,26.3,Wildflower,6250.43,0.97,312.83
9.07,1.62,24.98,5.15,0.72,41.76,43.95,Wildflower,1745.66,0.61,196.23
2.86,1.47,16.25,4.41,0.79,24.32,38.66,Wildflower,4731.84,0.82,264.51
1.83,1.51,24.06,5.27,0.87,35.54,35.66,Wildflower,2668.77,0.68,219.42
2.38,1.78,17.15,6.42,0.72,27.66,34.1,Wildflower,1545.11,0.84,271.92
2.68,1.84,12.47,4.46,0.87,30.92,44.9,Wildflower,2253.61,0.79,254.2
6.86,1.34,15.77,3.15,0.86,47.13,38.2,Wildflower,8267.39,1,321.85
1.52,1.74,24.34,5.21,0.72,38.98,25.99,Wildflower,2265.83,0.66,210.72
6.36,1.74,12.16,3.37,0.73,43.92,25.88,Wildflower,9147.95,1,321.85
9.47,1.35,14.37,6.4,0.8,44.67,35.08,Wildflower,7145.95,0.66,212.98
1.24,1.45,23.64,6.31,0.82,28.15,22.33,Wildflower,8979.2,0.64,204.93
5.54,1.57,20.66,4.03,0.86,44.2,32.19,Wildflower,1512.7,1,321.85
3.1,1.77,17.38,2.78,0.86,26.57,44.26,Wildflower,4727.6,0.85,272.56
6.49,1.28,19.7,3.15,0.74,44.13,20.42,Wildflower,9229.41,1,321.85
6.82,1.83,16,2.95,0.85,39.05,44.05,Wildflower,4761.8,0.97,311.22
4.33,1.65,20.19,3.21,0.75,29.42,43.74,Wildflower,2858.73,0.8,256.46
2.23,1.72,23.79,7.1,0.79,46.72,28.64,Wildflower,9891.61,0.64,204.28
2.64,1.23,20.17,5.21,0.8,33.32,23.8,Wildflower,6138.93,0.66,211.37
2.05,1.33,17.71,4.18,0.74,49.2,30.15,Wildflower,6761.3,1,321.85
7.23,1.26,14.86,6.23,0.75,33.67,21.88,Wildflower,1730.85,0.63,202.67
3.01,1.7,21,6.65,0.77,46.54,37.74,Wildflower,3123.59,0.66,212.98
4.82,1.57,12.11,3.67,0.72,46.76,24.06,Wildflower,3170.38,1,321.85
2.28,1.39,17.06,3.53,0.85,38.41,21.9,Wildflower,9807.79,1,321.85
8.74,1.53,21.01,4.93,0.84,24.7,27.96,Wildflower,4816.02,0.82,264.51
1.44,1.84,13.22,4.31,0.75,44.69,34.79,Wildflower,8897.59,0.82,264.51
2.6,1.4,13.69,6.22,0.88,47.5,33.58,Wildflower,6655.63,0.9,290.28
9.95,1.35,12.12,2.69,0.84,34.93,29.04,Wildflower,5823.37,0.68,219.42
8.31,1.54,20.5,3.45,0.84,46.42,40.5,Wildflower,1754.86,0.77,247.76
9.35,1.32,15.04,7.41,0.79,31.45,44.12,Wildflower,5906.98,0.66,211.37
5.2,1.67,21.46,5.8,0.86,36.74,34.87,Wildflower,3256.98,0.99,319.27
1.56,1.23,21.4,6.69,0.83,34.78,27.43,Wildflower,2494.93,0.66,210.72
9.28,1.38,24.64,2.95,0.76,27.33,28.69,Wildflower,3951.93,0.9,290.28
9.31,1.64,21.05,2.7,0.85,26,20.51,Wildflower,3788.11,0.64,204.93
2.68,1.36,16.54,5.5,0.87,39.24,25.19,Wildflower,7874.64,0.68,219.42
3.13,1.76,12.01,4.01,0.84,48.85,31.23,Wildflower,5531.71,0.82,264.51
4.08,1.39,17.48,3.6,0.75,40.94,36.99,Wildflower,8382.37,1,321.85
3.07,1.43,15.1,4.24,0.71,26.88,31.44,Wildflower,7825.57,1,321.85
6.33,1.8,19.94,6.39,0.8,29.59,32.57,Wildflower,8555.49,0.97,312.83
3.82,1.84,13.69,6.71,0.76,28.72,40.02,Wildflower,2883.32,0.64,204.93
1.4,1.8,22.13,3.4,0.74,49.33,35.37,Wildflower,8844.86,0.82,264.51
3.22,1.3,22.75,3.92,0.84,46.93,22.02,Wildflower,4834.08,0.8,256.46
1.72,1.58,18.47,6.54,0.72,46.87,30.87,Wildflower,7250.29,0.66,212.98
5.47,1.83,18.03,7.25,0.72,30.78,41.46,Wildflower,6262.32,1,321.85
7.42,1.48,16.93,5.81,0.89,40.9,20.11,Wildflower,9857.96,0.82,263.87
5.39,1.58,12.19,4.61,0.83,32.83,30.76,Wildflower,9068.85,1,321.85
9.81,1.78,16.84,5.74,0.8,24.35,40.66,Wildflower,4066.87,0.85,272.56
3.09,1.37,16.89,3.18,0.83,24.02,35.61,Wildflower,8454.57,1,321.85
6.54,1.41,20.75,3.66,0.79,30.42,35.96,Wildflower,4317.83,1,321.85
4.15,1.65,19.99,6.41,0.82,48.49,42.68,Wildflower,6132.16,0.64,204.93
4.43,1.68,14.63,6.47,0.78,25.75,26.52,Wildflower,5472.53,0.66,212.98
9.08,1.69,15.76,3.28,0.83,24.08,21.76,Wildflower,6957.13,0.8,256.46
3.98,1.23,13.06,5.41,0.77,31.03,32.15,Wildflower,2831.01,0.68,219.42
3.78,1.47,23.55,6.02,0.73,40.85,20.32,Wildflower,8840.04,0.64,204.93
6.52,1.29,13.24,6.63,0.71,36.23,28.5,Wildflower,3772.94,0.99,319.27
6.5,1.82,16.39,6.09,0.76,37.7,25.28,Wildflower,7130.51,0.99,319.27
8.02,1.33,20.26,2.81,0.88,33.4,24.43,Wildflower,5511.74,0.66,211.37
1.81,1.33,22.38,3.52,0.81,36.28,31.03,Wildflower,9174.24,0.84,270.95
1.59,1.28,21.33,7.27,0.84,27.56,24.67,Wildflower,9625,0.61,196.23
6.33,1.41,18.16,7.1,0.73,32.76,28.16,Wildflower,9389.92,1,321.85
4.13,1.35,16.86,5.18,0.88,40.5,37.24,Wildflower,5181.24,0.87,280.62
1.03,1.4,15.44,5.62,0.76,48.7,39.17,Wildflower,4476.09,0.9,290.28
5,1.32,24.14,3.55,0.77,29.64,41.43,Wildflower,1834.23,1,321.85
2.47,1.72,24.05,3.9,0.86,38.71,35.42,Wildflower,2459.69,0.82,262.26
8.44,1.7,16.57,4.07,0.74,28.08,42.33,Wildflower,8974.85,0.8,256.46
3.87,1.55,23.16,3.97,0.73,26.64,40.64,Wildflower,7625.32,0.8,256.46
6.73,1.42,17.49,7.05,0.89,49.2,43.12,Wildflower,2566.85,1,321.85
4.99,1.6,23.37,4.4,0.76,30.71,38.45,Wildflower,4820.85,1,321.85
8.75,1.53,22.27,7.36,0.82,48.32,26.09,Wildflower,5320.72,0.66,212.98
3.53,1.38,17.49,4.95,0.76,26.13,21.56,Wildflower,7749.44,1,321.85
7.8,1.25,23.06,4.03,0.82,38.58,36.94,Wildflower,5807.66,0.84,270.95
5.58,1.62,19.24,3.77,0.73,40.64,35.44,Wildflower,7893.66,1,321.85
5.15,1.56,19.36,7.41,0.74,40.26,27.91,Wildflower,6106.22,0.97,312.83
6.31,1.49,21.4,5.44,0.71,43.52,37.33,Wildflower,9830.1,0.94,304.13
8.11,1.59,16.23,6.1,0.76,41.11,36.61,Wildflower,8227.18,0.66,212.98
